,Bids,Asks
0,296.90388890850613,298.90388890850613
1,294.96724053575366,296.96724053575366
2,293.77755835915394,295.77755835915394
3,293.0682799191618,295.0682799191618
4,293.03955963394185,295.03955963394185
5,292.7108947914937,294.7108947914937
6,295.6863598545976,297.6863598545976
7,295.32044289078766,297.32044289078766
8,295.6147131343908,297.6147131343908
9,296.8945786442945,298.8945786442945
10,296.655945814413,298.655945814413
11,297.3002852377631,299.3002852377631
12,296.81723598425566,298.81723598425566
13,294.1660425241539,296.1660425241539
14,293.9726650074455,295.9726650074455
15,294.6933705369354,296.6933705369354
16,294.87322368490504,296.87322368490504
17,296.12512368635953,298.12512368635953
18,296.53541380341386,298.53541380341386
19,297.2207499430405,299.2207499430405
20,297.4863416622267,299.4863416622267
21,294.30837119588693,296.30837119588693
22,290.3183198466174,292.3183198466174
23,291.7885253053504,293.7885253053504
24,292.467610256986,294.467610256986
25,295.5251251106095,297.5251251106095
26,294.17369506217057,296.17369506217057
27,294.9732529126791,296.9732529126791
28,294.3576725146621,296.3576725146621
29,294.64249609288464,296.64249609288464
30,294.5173632811831,296.5173632811831
31,296.2048584801633,298.2048584801633
32,298.251802807874,300.251802807874
33,299.31883742541686,301.31883742541686
34,299.5422625920039,301.5422625920039
35,295.54622178957965,297.54622178957965
36,294.62897682195575,296.62897682195575
37,296.6080593968152,298.6080593968152
38,295.1488565106917,297.1488565106917
39,294.0300991001706,296.0300991001706
40,293.64527481754396,295.64527481754396
41,292.3817223489755,294.3817223489755
42,293.26572019659426,295.26572019659426
43,293.1478750086977,295.1478750086977
44,291.8037717604223,293.8037717604223
45,292.51129191395813,294.51129191395813
46,291.67544787762733,293.67544787762733
47,294.32343370355443,296.32343370355443
48,293.7460154142746,295.7460154142746
49,294.8607953205345,296.8607953205345
50,293.1510507272714,295.1510507272714
51,290.1741934185274,292.1741934185274
52,291.109005016096,293.109005016096
53,291.3321431017638,293.3321431017638
54,291.86627317145627,293.86627317145627
55,294.37436192356915,296.37436192356915
56,295.605723373997,297.605723373997
57,294.7940362898647,296.7940362898647
58,294.8601264217661,296.8601264217661
59,297.18329246351794,299.18329246351794
60,296.5246152254433,298.5246152254433
61,294.9499402708937,296.9499402708937
62,294.33496124859664,296.33496124859664
63,295.76427347537486,297.76427347537486
64,296.60125971842933,298.60125971842933
65,297.644506166913,299.644506166913
66,299.1065509008171,301.1065509008171
67,301.06536716398836,303.06536716398836
68,301.58612838303327,303.58612838303327
69,302.8019056568354,304.8019056568354
70,302.9433500544884,304.9433500544884
71,303.5607145746135,305.5607145746135
72,303.4360025818227,305.4360025818227
73,303.0913268996546,305.0913268996546
74,301.7686179307838,303.7686179307838
75,304.22129185522226,306.22129185522226
76,301.5626477161422,303.5626477161422
77,301.9864236981831,303.9864236981831
78,299.9280875902589,301.9280875902589
79,298.94487586745646,300.94487586745646
80,298.0546882472852,300.0546882472852
81,297.0788270445773,299.0788270445773
82,298.1702269375133,300.1702269375133
83,297.90895392872267,299.90895392872267
84,296.9876317499629,298.9876317499629
85,297.33472947122885,299.33472947122885
86,297.8282391198891,299.8282391198891
87,295.9873725384574,297.9873725384574
88,295.34504428896366,297.34504428896366
89,296.31193670298035,298.31193670298035
90,297.9905520192003,299.9905520192003
91,296.87787232282614,298.87787232282614
92,296.21473819746785,298.21473819746785
93,296.84896319047414,298.84896319047414
94,295.06198934817957,297.06198934817957
95,294.2197887430126,296.2197887430126
96,294.67835858682395,296.67835858682395
97,293.15328668050637,295.15328668050637
98,293.52101189038467,295.52101189038467
99,290.7423672063746,292.7423672063746
100,290.26083562830786,292.26083562830786
101,291.5729668200092,293.5729668200092
102,292.1302824403225,294.1302824403225
103,291.6281601461218,293.6281601461218
104,290.48530242389563,292.48530242389563
105,289.7709728530793,291.7709728530793
106,289.615431279166,291.615431279166
107,291.93309194796547,293.93309194796547
108,293.0353407665626,295.0353407665626
109,290.9326492996749,292.9326492996749
110,290.39327652785187,292.39327652785187
111,290.9407603897719,292.9407603897719
112,288.42684412295375,290.42684412295375
113,288.0556197560935,290.0556197560935
114,288.1668648913995,290.1668648913995
115,289.5214444040897,291.5214444040897
116,288.08969769217225,290.08969769217225
117,289.80254584186827,291.80254584186827
118,291.00389454136223,293.00389454136223
119,292.6771187058193,294.6771187058193
120,293.3028677434644,295.3028677434644
121,293.7265314548013,295.7265314548013
122,295.86867660647204,297.86867660647204
123,298.811937193502,300.811937193502
124,300.01448914967585,302.01448914967585
125,302.5002307270288,304.5002307270288
126,302.91243936661465,304.91243936661465
127,305.64720648178184,307.64720648178184
128,304.88453790466116,306.88453790466116
129,306.1841744677825,308.1841744677825
130,307.10760028117323,309.10760028117323
131,306.5707266247292,308.5707266247292
132,306.4273133873636,308.4273133873636
133,305.63173549591977,307.63173549591977
134,306.5608341064101,308.5608341064101
135,307.1777610733778,309.1777610733778
136,305.39743275830324,307.39743275830324
137,306.26595805971334,308.26595805971334
138,305.8899222940842,307.8899222940842
139,302.1088142227316,304.1088142227316
140,302.6892836451468,304.6892836451468
141,300.2489464426073,302.2489464426073
142,300.4435908617607,302.4435908617607
143,300.50159468690896,302.50159468690896
144,299.6744776150207,301.6744776150207
145,301.61701750493603,303.61701750493603
146,302.4273160688804,304.4273160688804
147,302.0927920692138,304.0927920692138
148,301.8939066352489,303.8939066352489
149,301.5311864648745,303.5311864648745
150,299.7213642252015,301.7213642252015
151,303.96577388803485,305.96577388803485
152,304.8674041159711,306.8674041159711
153,303.04622405786336,305.04622405786336
154,303.2499697765075,305.2499697765075
155,302.22356883933304,304.22356883933304
156,302.62375002674935,304.62375002674935
157,302.0271310068013,304.0271310068013
158,301.3340651225019,303.3340651225019
159,299.58512100199255,301.58512100199255
160,299.5405217773239,301.5405217773239
161,298.12309671367956,300.12309671367956
162,297.2838988748363,299.2838988748363
163,298.5673186121749,300.5673186121749
164,299.3319024089461,301.3319024089461
165,299.1786936655099,301.1786936655099
166,299.6630704598423,301.6630704598423
167,301.3288347614947,303.3288347614947
168,300.11033615078065,302.11033615078065
169,300.0959024372138,302.0959024372138
170,299.9045480269573,301.9045480269573
171,301.9507804498686,303.9507804498686
172,301.14108721266115,303.14108721266115
173,301.8618666514718,303.8618666514718
174,301.09096897682963,303.09096897682963
175,300.607595128274,302.607595128274
176,299.2833951921376,301.2833951921376
177,299.2555718059718,301.2555718059718
178,299.3285781314503,301.3285781314503
179,298.9658339490768,300.9658339490768
180,300.65680218922745,302.65680218922745
181,302.29079617609847,304.29079617609847
182,299.20297682063836,301.20297682063836
183,300.6927431770266,302.6927431770266
184,299.82476412360484,301.82476412360484
185,299.74857762015165,301.74857762015165
186,298.78843295828267,300.78843295828267
187,300.11463675788025,302.11463675788025
188,299.88292636808785,301.88292636808785
189,303.082037795254,305.082037795254
190,303.93683820530606,305.93683820530606
191,303.93692612833985,305.93692612833985
192,306.0294273910986,308.0294273910986
193,307.0461645297287,309.0461645297287
194,308.12188544245197,310.12188544245197
195,308.3936799358149,310.3936799358149
196,309.42124330420046,311.42124330420046
197,308.74200512263536,310.74200512263536
198,307.83815209279214,309.83815209279214
199,310.59574191540327,312.59574191540327
200,311.99541391882474,313.99541391882474
201,312.4085116521949,314.4085116521949
202,311.39614868410104,313.39614868410104
203,310.72610461214157,312.72610461214157
204,312.84733919069055,314.84733919069055
205,311.9011070795809,313.9011070795809
206,313.2694318729077,315.2694318729077
207,312.8782935867515,314.8782935867515
208,310.997359032753,312.997359032753
209,310.2529244408729,312.2529244408729
210,308.77616613859317,310.77616613859317
211,308.71333903365314,310.71333903365314
212,307.5109597115607,309.5109597115607
213,305.84244890166826,307.84244890166826
214,306.00668155347864,308.00668155347864
215,308.7158523583961,310.7158523583961
216,306.3412935377077,308.3412935377077
217,309.2199104495989,311.2199104495989
218,308.3551030349117,310.3551030349117
219,309.6499167825524,311.6499167825524
220,308.48660919336413,310.48660919336413
221,308.0951173011162,310.0951173011162
222,306.31972927326603,308.31972927326603
223,309.96817801272977,311.96817801272977
224,308.91705803660767,310.91705803660767
225,307.0006264641794,309.0006264641794
226,308.0625798619315,310.0625798619315
227,307.5264037545031,309.5264037545031
228,306.33335506424874,308.33335506424874
229,305.60990430261177,307.60990430261177
230,302.89745345863145,304.89745345863145
231,304.73369165170436,306.73369165170436
232,302.5050033803782,304.5050033803782
233,301.55025503709373,303.55025503709373
234,299.5922425820114,301.5922425820114
235,298.2567116427133,300.2567116427133
236,298.79278495518935,300.79278495518935
237,299.02751553360787,301.02751553360787
238,298.62324960545493,300.62324960545493
239,301.7025861574296,303.7025861574296
240,300.72584766236673,302.72584766236673
