,Bids,Asks
0,549.0072833784768,555.0072833784768
1,549.4851687560838,555.4851687560838
2,550.2607482385986,556.2607482385986
3,549.9752485163584,555.9752485163584
4,550.4904519523021,556.4904519523021
5,550.1570872471044,556.1570872471044
6,549.0981155218227,555.0981155218227
7,548.2804192026961,554.2804192026961
8,547.7272129164521,553.7272129164521
9,548.0909761690053,554.0909761690053
10,547.5210705234794,553.5210705234794
11,548.5171862718441,554.5171862718441
12,548.4878738476008,554.4878738476008
13,548.1879670228585,554.1879670228585
14,547.8480300760315,553.8480300760315
15,547.6175700094935,553.6175700094935
16,548.092181530945,554.092181530945
17,548.3067915246895,554.3067915246895
18,548.86213872708,554.86213872708
19,548.1285766598743,554.1285766598743
20,548.5447188709226,554.5447188709226
21,548.9072207786089,554.9072207786089
22,548.6239445126608,554.6239445126608
23,548.4533766782502,554.4533766782502
24,548.2316266358705,554.2316266358705
25,548.1361328681926,554.1361328681926
26,547.0300877639164,553.0300877639164
27,546.6290322364945,552.6290322364945
28,546.4486871390801,552.4486871390801
29,546.9674672240043,552.9674672240043
30,546.5074911007093,552.5074911007093
31,545.7909353211089,551.7909353211089
32,545.4993776974392,551.4993776974392
33,544.140914954847,550.140914954847
34,543.4739611874503,549.4739611874503
35,544.0129891994646,550.0129891994646
36,543.1125444897531,549.1125444897531
37,542.8264587257418,548.8264587257418
38,542.975499830645,548.975499830645
39,542.2784784817178,548.2784784817178
40,542.7929980723,548.7929980723
41,542.133240770035,548.133240770035
42,542.7678339177079,548.7678339177079
43,542.145896379521,548.145896379521
44,541.2028673850472,547.2028673850472
45,541.2606578498448,547.2606578498448
46,542.2307090078363,548.2307090078363
47,542.7515802316346,548.7515802316346
48,543.1598942091391,549.1598942091391
49,542.9017344403561,548.9017344403561
50,543.861986509681,549.861986509681
51,544.5424766883716,550.5424766883716
52,544.414703387829,550.414703387829
53,544.0859543447849,550.0859543447849
54,543.298755721894,549.298755721894
55,543.8424621810152,549.8424621810152
56,543.8989080381646,549.8989080381646
57,543.2135149986447,549.2135149986447
58,543.1090679932057,549.1090679932057
59,542.8123667233475,548.8123667233475
60,542.4561362827676,548.4561362827676
61,542.8063438788237,548.8063438788237
62,542.0274123942098,548.0274123942098
63,541.3057253547202,547.3057253547202
64,541.2283355555705,547.2283355555705
65,542.2623425785282,548.2623425785282
66,542.4936289771852,548.4936289771852
67,542.3862081665978,548.3862081665978
68,541.8900418146432,547.8900418146432
69,542.1020870328684,548.1020870328684
70,541.7570915807776,547.7570915807776
71,541.9986599258673,547.9986599258673
72,542.6583094379373,548.6583094379373
73,542.8825064111485,548.8825064111485
74,543.1625297049443,549.1625297049443
75,543.3884458964452,549.3884458964452
76,543.4154521254818,549.4154521254818
77,543.7081647591422,549.7081647591422
78,543.9761312544655,549.9761312544655
79,544.330784074075,550.330784074075
80,544.2103929788325,550.2103929788325
81,544.7075536124681,550.7075536124681
82,545.6222904931823,551.6222904931823
83,545.5606971917854,551.5606971917854
84,545.7698648974088,551.7698648974088
85,546.196173492904,552.196173492904
86,546.2004940192079,552.2004940192079
87,546.322679524726,552.322679524726
88,545.4841561256263,551.4841561256263
89,546.2770200086923,552.2770200086923
90,545.821971571984,551.821971571984
91,546.2026660951258,552.2026660951258
92,546.0104315861838,552.0104315861838
93,546.535337640265,552.535337640265
94,546.8965585641685,552.8965585641685
95,545.247621485674,551.247621485674
96,545.2947785072754,551.2947785072754
97,544.2630679422053,550.2630679422053
98,544.9999917041324,550.9999917041324
99,544.6007651407263,550.6007651407263
100,544.8052534545931,550.8052534545931
101,544.6980403303327,550.6980403303327
102,545.1981469515296,551.1981469515296
103,545.6053356976028,551.6053356976028
104,546.2010159056912,552.2010159056912
105,544.8098994411491,550.8098994411491
106,544.6593659353978,550.6593659353978
107,545.1118240821588,551.1118240821588
108,544.2930884900214,550.2930884900214
109,543.6964668384154,549.6964668384154
110,544.4907218741747,550.4907218741747
111,544.0797143390186,550.0797143390186
112,544.3429240059635,550.3429240059635
113,545.3036996801741,551.3036996801741
114,545.4613738910947,551.4613738910947
115,545.0626943039605,551.0626943039605
116,544.5595565650794,550.5595565650794
117,544.5783254949954,550.5783254949954
118,543.5837690413568,549.5837690413568
119,543.5211719356491,549.5211719356491
120,543.5426190573432,549.5426190573432
121,541.9498315090985,547.9498315090985
122,541.4601323916694,547.4601323916694
123,541.0922154758467,547.0922154758467
124,540.8737514293031,546.8737514293031
125,541.3709104117293,547.3709104117293
126,541.6882404247236,547.6882404247236
127,541.5614242769877,547.5614242769877
128,542.2160680255558,548.2160680255558
129,540.5374521214014,546.5374521214014
130,540.6918900566931,546.6918900566931
131,540.4480441294982,546.4480441294982
132,540.5793064509354,546.5793064509354
133,540.1277257685487,546.1277257685487
134,539.9006239568034,545.9006239568034
135,541.1192259153605,547.1192259153605
136,541.0882583540775,547.0882583540775
137,540.0153660785585,546.0153660785585
138,539.7838971111506,545.7838971111506
139,539.7852747846804,545.7852747846804
140,539.6287574116234,545.6287574116234
141,539.437240247038,545.437240247038
142,539.7715639602998,545.7715639602998
143,540.216471372458,546.216471372458
144,540.0019332465554,546.0019332465554
145,538.9784390700869,544.9784390700869
146,538.0825748458839,544.0825748458839
147,537.58935226028,543.58935226028
148,536.6491699461209,542.6491699461209
149,536.7380641294443,542.7380641294443
150,537.618958059188,543.618958059188
151,538.3399358773603,544.3399358773603
152,537.628729379521,543.628729379521
153,537.3028652300924,543.3028652300924
154,536.6974570367514,542.6974570367514
155,537.2887404265797,543.2887404265797
156,537.2555913579135,543.2555913579135
157,536.4754843993325,542.4754843993325
158,536.4895950373739,542.4895950373739
159,536.5791345652666,542.5791345652666
160,536.1257851839772,542.1257851839772
161,535.4925175152945,541.4925175152945
162,534.7862186874277,540.7862186874277
163,533.8824785406205,539.8824785406205
164,534.1527660750552,540.1527660750552
165,533.9712410612273,539.9712410612273
166,533.6802372552759,539.6802372552759
167,534.54145647757,540.54145647757
168,534.552497989414,540.552497989414
169,533.9676921264522,539.9676921264522
170,532.9475963858962,538.9475963858962
171,532.6148919357711,538.6148919357711
172,532.4456350068758,538.4456350068758
173,532.2941478446871,538.2941478446871
174,532.6406144971162,538.6406144971162
175,532.2449865809864,538.2449865809864
176,531.8322148759481,537.8322148759481
177,531.74722810399,537.74722810399
178,531.8027953297877,537.8027953297877
179,531.7215267973197,537.7215267973197
180,531.3560797256022,537.3560797256022
181,531.8667329615179,537.8667329615179
182,532.0316435840666,538.0316435840666
183,531.7982697362925,537.7982697362925
184,532.1936833522187,538.1936833522187
185,532.3009475298547,538.3009475298547
186,532.4165940807177,538.4165940807177
187,532.1705895201279,538.1705895201279
188,532.5588543601607,538.5588543601607
189,532.3328664685199,538.3328664685199
190,532.7594431518788,538.7594431518788
191,532.9704271960176,538.9704271960176
192,532.3452506613339,538.3452506613339
193,532.0088237542286,538.0088237542286
194,532.5631260033207,538.5631260033207
195,532.6098999196956,538.6098999196956
196,533.0773362969145,539.0773362969145
197,533.2695863984829,539.2695863984829
198,532.2068131208528,538.2068131208528
199,531.6088658035436,537.6088658035436
200,531.5896039265111,537.5896039265111
201,532.2278132628929,538.2278132628929
202,532.441883373403,538.441883373403
203,531.3241422448281,537.3241422448281
204,530.8777137556339,536.8777137556339
205,530.0635530570369,536.0635530570369
206,531.2962978801764,537.2962978801764
207,531.525829359118,537.525829359118
208,531.0802850292868,537.0802850292868
209,530.8163180114169,536.8163180114169
210,530.866679825363,536.866679825363
211,531.1875594200178,537.1875594200178
212,531.7524772429273,537.7524772429273
213,531.6512474515138,537.6512474515138
214,532.7130741432564,538.7130741432564
215,531.1317183793974,537.1317183793974
216,530.6833961826584,536.6833961826584
217,530.4781581954734,536.4781581954734
218,531.368155568955,537.368155568955
219,530.6083479269623,536.6083479269623
220,531.4235410865035,537.4235410865035
221,531.2304465918701,537.2304465918701
222,531.6310020964319,537.6310020964319
223,531.7406394913543,537.7406394913543
224,531.1513355840314,537.1513355840314
225,531.2419673282562,537.2419673282562
226,531.3262175182392,537.3262175182392
227,531.6700002225442,537.6700002225442
228,531.8901708038237,537.8901708038237
229,531.6059274281145,537.6059274281145
230,531.8802650309807,537.8802650309807
231,531.1484366338611,537.1484366338611
232,530.7420804613504,536.7420804613504
233,530.1556473638443,536.1556473638443
234,530.5019672351002,536.5019672351002
235,530.3699743450665,536.3699743450665
236,530.1404640851395,536.1404640851395
237,529.8616595105548,535.8616595105548
238,530.2130916869102,536.2130916869102
239,530.420131075928,536.420131075928
240,530.1096943873092,536.1096943873092
241,530.4534823632417,536.4534823632417
242,529.6275374113214,535.6275374113214
243,528.6418914402335,534.6418914402335
244,528.9006544833189,534.9006544833189
245,528.1062178100407,534.1062178100407
246,528.3100037417503,534.3100037417503
247,528.5700556622157,534.5700556622157
248,528.6932199093073,534.6932199093073
249,528.4742081538161,534.4742081538161
250,527.3852317438852,533.3852317438852
251,528.6785360603212,534.6785360603212
252,528.9276527375059,534.9276527375059
253,528.3500527140013,534.3500527140013
254,527.6577801357544,533.6577801357544
255,528.05926900709,534.05926900709
256,527.5539141801439,533.5539141801439
257,528.0603770515211,534.0603770515211
258,528.6561983049737,534.6561983049737
259,528.9411648890728,534.9411648890728
260,529.0626196255363,535.0626196255363
261,529.3770267693654,535.3770267693654
262,528.6166778983238,534.6166778983238
263,527.7471966346632,533.7471966346632
264,527.2155559553755,533.2155559553755
265,527.2918889029104,533.2918889029104
266,527.6549869328429,533.6549869328429
267,527.2689038216735,533.2689038216735
268,526.7403085798262,532.7403085798262
269,526.1991485023024,532.1991485023024
270,525.7708055354185,531.7708055354185
271,524.4851092317521,530.4851092317521
272,524.524071064397,530.524071064397
273,524.9383805776837,530.9383805776837
274,524.6872872333998,530.6872872333998
275,523.8558851869839,529.8558851869839
276,523.7320587125728,529.7320587125728
277,523.125922229743,529.125922229743
278,522.8458516353958,528.8458516353958
279,523.0687222419032,529.0687222419032
280,523.1655276276917,529.1655276276917
281,522.9392433613345,528.9392433613345
282,523.3737952894276,529.3737952894276
283,522.9857511155093,528.9857511155093
284,522.9430018394404,528.9430018394404
285,523.0462398402229,529.0462398402229
286,522.493505806067,528.493505806067
287,522.9479398780128,528.9479398780128
288,523.1569335747442,529.1569335747442
289,522.6888308157752,528.6888308157752
290,523.5091748804219,529.5091748804219
291,523.7197849512817,529.7197849512817
292,523.8698247060865,529.8698247060865
293,523.1592466803941,529.1592466803941
294,523.1190847259661,529.1190847259661
295,523.6661214296565,529.6661214296565
296,523.7314641368612,529.7314641368612
297,524.3658097555632,530.3658097555632
298,523.9459805921022,529.9459805921022
299,523.8744602856117,529.8744602856117
300,523.8420429561597,529.8420429561597
301,523.5247380071124,529.5247380071124
302,523.3466776267786,529.3466776267786
303,523.3600458444471,529.3600458444471
304,524.9412100812749,530.9412100812749
305,524.5251659371013,530.5251659371013
306,524.4832384003785,530.4832384003785
307,523.8661757263683,529.8661757263683
308,523.6243376003125,529.6243376003125
309,523.2593398476214,529.2593398476214
310,523.2782061143758,529.2782061143758
311,522.5427216934596,528.5427216934596
312,522.6790889511643,528.6790889511643
313,523.2298285057425,529.2298285057425
314,522.6775013119516,528.6775013119516
315,521.4603964731008,527.4603964731008
316,520.564152877082,526.564152877082
317,520.5616399543756,526.5616399543756
318,520.6401786541921,526.6401786541921
319,521.0462461996998,527.0462461996998
320,521.8309753777226,527.8309753777226
321,521.5850343216556,527.5850343216556
322,521.8087687367699,527.8087687367699
323,521.5304865334341,527.5304865334341
324,521.9581111565983,527.9581111565983
325,522.3582922548595,528.3582922548595
326,521.8572282871438,527.8572282871438
327,521.8816866962158,527.8816866962158
328,521.0482309425336,527.0482309425336
329,520.9207128103793,526.9207128103793
330,521.0701825044215,527.0701825044215
331,522.1077975729049,528.1077975729049
332,521.9808195772215,527.9808195772215
333,522.5641804173875,528.5641804173875
334,522.9514883055743,528.9514883055743
335,523.6274250366113,529.6274250366113
336,523.3959126128776,529.3959126128776
337,523.1156904094922,529.1156904094922
338,523.2881793737378,529.2881793737378
339,523.5466953151123,529.5466953151123
340,524.5248779698037,530.5248779698037
341,524.5438637625668,530.5438637625668
342,523.4121085999226,529.4121085999226
343,523.2902139476823,529.2902139476823
344,522.6418403688939,528.6418403688939
345,522.4375681976275,528.4375681976275
346,522.036713945682,528.036713945682
347,521.6293081050202,527.6293081050202
348,522.0439902961194,528.0439902961194
349,521.4979810577119,527.4979810577119
350,521.587621298963,527.587621298963
351,521.8010977515936,527.8010977515936
352,521.4260172757299,527.4260172757299
353,521.3671012187049,527.3671012187049
354,522.0019149889889,528.0019149889889
355,522.3682670832045,528.3682670832045
356,522.2964127742816,528.2964127742816
357,522.0968391069174,528.0968391069174
358,522.6797478526055,528.6797478526055
359,522.8921526393219,528.8921526393219
360,522.8664973263476,528.8664973263476
361,523.3100088018873,529.3100088018873
362,521.8127762889515,527.8127762889515
363,520.3015397507285,526.3015397507285
364,519.4406956807499,525.4406956807499
365,519.7245536441571,525.7245536441571
366,519.1934725268833,525.1934725268833
367,518.597287020187,524.597287020187
368,518.5077474694784,524.5077474694784
369,518.3310206471483,524.3310206471483
370,518.2385688207609,524.2385688207609
371,518.8164413218343,524.8164413218343
372,518.8607074925477,524.8607074925477
373,518.0524308820995,524.0524308820995
374,517.7834246756122,523.7834246756122
375,517.6947130202882,523.6947130202882
376,517.2650587407594,523.2650587407594
