,Bids,Asks
0,99.5,100.5
1,99.43840145828533,100.43840145828533
2,99.4266621614902,100.4266621614902
3,99.38559954612532,100.38559954612532
4,99.28998758141888,100.28998758141888
5,99.24074855861883,100.24074855861883
6,99.22998657645796,100.22998657645796
7,99.30704166384209,100.30704166384209
8,99.35711453341388,100.35711453341388
9,99.30837789048162,100.30837789048162
10,99.24782285214395,100.24782285214395
11,99.23570656731172,100.23570656731172
12,99.25020738102045,100.25020738102045
13,99.27031180134016,100.27031180134016
14,99.2330522905062,100.2330522905062
15,99.22799232802006,100.22799232802006
16,99.26449661132568,100.26449661132568
17,99.34405425848364,100.34405425848364
18,99.32577705440688,100.32577705440688
19,99.35015594301608,100.35015594301608
20,99.40404513908544,100.40404513908544
21,99.3399416232886,100.3399416232886
22,99.27627965694256,100.27627965694256
23,99.28311647212868,100.28311647212868
24,99.35613973162437,100.35613973162437
25,99.26281494852869,100.26281494852869
26,99.30135149670735,100.30135149670735
27,99.37687892587614,100.37687892587614
28,99.30688367100215,100.30688367100215
29,99.33567511696288,100.33567511696288
30,99.3254299648789,100.3254299648789
31,99.3362920068885,100.3362920068885
32,99.36517593821698,100.36517593821698
33,99.28132228732612,100.28132228732612
34,99.27630859058743,100.27630859058743
35,99.28610561831417,100.28610561831417
36,99.2864940941324,100.2864940941324
37,99.18343703029292,100.18343703029292
38,99.32554093022304,100.32554093022304
39,99.32365654631636,100.32365654631636
40,99.1918582540296,100.1918582540296
41,99.27173232924292,100.27173232924292
42,99.25073980932616,100.25073980932616
43,99.30206779516112,100.30206779516112
44,99.38173486536184,100.38173486536184
45,99.38494096540032,100.38494096540032
46,99.49717890100878,100.49717890100878
47,99.44341183630888,100.44341183630888
48,99.56418551874135,100.56418551874135
49,99.59984774679415,100.59984774679415
50,99.64314699547803,100.64314699547803
51,99.64929124383475,100.64929124383475
52,99.56186210782612,100.56186210782612
53,99.58483714285283,100.58483714285283
54,99.58275584757612,100.58275584757612
55,99.48147648262986,100.48147648262986
56,99.42592799075152,100.42592799075152
57,99.38234870686595,100.38234870686595
58,99.36304545353303,100.36304545353303
59,99.30696355698608,100.30696355698608
60,99.3922472816308,100.3922472816308
61,99.39344212020283,100.39344212020283
62,99.33169863466463,100.33169863466463
63,99.38276297432397,100.38276297432397
64,99.44077842030818,100.44077842030818
65,99.5134194682704,100.5134194682704
66,99.61148903428308,100.61148903428308
67,99.6816218431157,100.6816218431157
68,99.77991701742114,100.77991701742114
69,99.64047552528469,100.64047552528469
70,99.6590882285138,100.6590882285138
71,99.62983201359944,100.62983201359944
72,99.66272183776395,100.66272183776395
73,99.75919462572227,100.75919462572227
74,99.65202035089293,100.65202035089293
75,99.50331822514076,100.50331822514076
76,99.39926096328124,100.39926096328124
77,99.340644965254,100.340644965254
78,99.34602149410212,100.34602149410212
79,99.388433721084,100.388433721084
80,99.26138244851,100.26138244851
81,99.3626328244806,100.3626328244806
82,99.21112976225604,100.21112976225604
83,99.17334388185394,100.17334388185394
84,99.25189131629196,100.25189131629196
85,99.18948897558174,100.18948897558174
86,99.25213704104806,100.25213704104806
87,99.24454719241618,100.24454719241618
88,99.299578670554,100.299578670554
89,99.2610288039166,100.2610288039166
90,99.40376239125771,100.40376239125771
91,99.48516635455891,100.48516635455891
92,99.37238515147712,100.37238515147712
93,99.34512635887732,100.34512635887732
94,99.25006373843908,100.25006373843908
95,99.31574164538225,100.31574164538225
96,99.38074965421174,100.38074965421174
97,99.24479488931364,100.24479488931364
98,99.3074030693298,100.3074030693298
99,99.24731511478988,100.24731511478988
100,99.26278659859211,100.26278659859211
101,99.2885891003808,100.2885891003808
102,99.14046148259706,100.14046148259706
103,99.16317136733416,100.16317136733416
104,99.19640683926022,100.19640683926022
105,99.17953875756018,100.17953875756018
106,99.16777104043162,100.16777104043162
107,98.99069376221192,99.99069376221192
108,99.00719365139842,100.00719365139842
109,98.96969170254646,99.96969170254646
110,98.93132737865812,99.93132737865812
111,98.78236822590242,99.78236822590242
112,98.75985344413122,99.75985344413122
113,98.71689956041442,99.71689956041442
114,98.71682758204572,99.71682758204572
115,98.72897838412597,99.72897838412597
116,98.67245427893089,99.67245427893089
117,98.57466359309431,99.57466359309431
118,98.5712453056375,99.5712453056375
119,98.62641866378692,99.62641866378692
120,98.69793610953369,99.69793610953369
121,98.70313895237491,99.70313895237491
122,98.73547153032348,99.73547153032348
123,98.75058262203945,99.75058262203945
124,98.70804694760324,99.70804694760324
125,98.68809428707398,99.68809428707398
126,98.58986780058956,99.58986780058956
127,98.684314563895,99.684314563895
128,98.6311775978125,99.6311775978125
129,98.55251027300577,99.55251027300577
130,98.5310578709409,99.5310578709409
